,2018-04-12,2018-04-11,2018-04-10,2018-04-09,2018-04-04,2018-04-03,2018-04-02,2018-03-30,2018-03-29,2018-03-28,2018-03-27,2018-03-26,2018-03-23,2018-03-22,2018-03-21,2018-03-20,2018-03-19,2018-03-16,2018-03-15,2018-03-14
002073.XSHE,6828746120.0,6969062821.0,6959708375.0,6875518354.0,7006480608.0,7100025076.0,7221632883.0,7296468457.0,6922290588.0,6781973887.0,6922290588.0,6735201653.0,6791328333.0,7549038519.0,7492911839.0,7745481901.0,7726773007.0,7932570836.0,8110305324.0,8203849791.0
601368.XSHG,5967426383.0,5974784492.0,5901203402.0,5849696639.0,5834980421.0,5879129075.0,5923277729.0,5937993947.0,5893845293.0,5820264203.0,5849696639.0,5768757440.0,5761399331.0,6033649364.0,6048365582.0,5937993947.0,6048365582.0,6026291255.0,5989500710.0,6077798017.0
002134.XSHE,2043011572.0,2151185470.0,2192979931.0,2092181526.0,2050387065.0,2089723028.0,2094640023.0,2143809977.0,2153643968.0,2180687442.0,2111849507.0,2011051102.0,1996300116.0,2102015516.0,2028260586.0,2008592605.0,1984007628.0,1937296172.0,1920086688.0,1917628190.0
002262.XSHE,16903212434.0,16338090108.0,15994980124.0,16136260706.0,15894065423.0,15439949268.0,14965650173.0,14814278121.0,14117966684.0,14289521676.0,14531716958.0,14188606975.0,13916137282.0,14319796086.0,14652814600.0,14854644002.0,14430802257.0,14017051983.0,14017051983.0,14309704616.0
002447.XSHE,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7093149210.0,7164508860.0,7021789560.0,6964701840.0,7706842200.0,7664026410.0,7721114130.0,8577429930.0,8577429930.0,8577429930.0,8577429930.0
603877.XSHG,14846383188.0,14846383188.0,15101277360.0,15048374796.0,14783861976.0,14403925380.0,14476065240.0,13971086220.0,14048035404.0,14091319320.0,14524158480.0,14168268504.0,13528628412.0,13759475964.0,14461637268.0,14702103468.0,14418353352.0,14360641464.0,14452018620.0,14365450788.0
002827.XSHE,3450000000.0,3288080000.0,3236560000.0,3291760000.0,3234720000.0,3113280000.0,3135360000.0,3229200000.0,3174000000.0,3098560000.0,3111440000.0,3043360000.0,3006560000.0,3282560000.0,3266000000.0,3183200000.0,3137200000.0,3070960000.0,3078320000.0,3151920000.0
300647.XSHE,2918951700.0,3009938400.0,2809521750.0,2889442500.0,2741896500.0,2638614300.0,2791078500.0,2754192000.0,2708698650.0,2840260500.0,2762798850.0,2684107650.0,2698862250.0,2998872450.0,2914033500.0,3060349950.0,3221421000.0,2975511000.0,2826735450.0,2948460900.0
603177.XSHG,3440060000.0,3526920000.0,3535000000.0,3496620000.0,3537020000.0,3603680000.0,3557220000.0,3547120000.0,3532980000.0,3565300000.0,3405720000.0,3341080000.0,3324920000.0,3694580000.0,3726900000.0,3862240000.0,3819820000.0,3472380000.0,3462280000.0,3539040000.0
300720.XSHE,2368800000.0,2311920000.0,2260080000.0,2358000000.0,2332800000.0,2455920000.0,2390400000.0,2172960000.0,2132640000.0,2131200000.0,2106000000.0,2001600000.0,1885680000.0,2095200000.0,2051280000.0,2058480000.0,2003760000.0,1946880000.0,1929600000.0,2065680000.0
600010.XSHG,99375371173.0,99375371173.0,99375371173.0,99375371173.0,99375371173.0,98919520846.0,99831221499.0,99375371173.0,99831221499.0,98919520846.0,99831221499.0,98919520846.0,98007820193.0,103022173784.0,103022173784.0,103478024111.0,103478024111.0,104389724764.0,104845575090.0,105757275743.0
002024.XSHE,127175141687.0,127175141687.0,127268242084.0,126523438911.0,132202563101.0,131643960722.0,132481864291.0,130992257946.0,130806057153.0,127082041291.0,128850948825.0,125964836532.0,122427021463.0,131085358342.0,122985623843.0,122985623843.0,124568330584.0,123823527412.0,126709639705.0,124661430980.0
600538.XSHG,2586714600.0,2586714600.0,2605290648.0,2596002624.0,2600646636.0,2596002624.0,2605290648.0,2656374778.0,2679594837.0,2679594837.0,2693526873.0,2647086755.0,2651730766.0,2642442743.0,2647086755.0,2647086755.0,2591358612.0,2623866695.0,2609934660.0,2679594837.0
600785.XSHG,4659285932.0,4681849060.0,4670567496.0,4670567496.0,4681849060.0,4693130624.0,4717950065.0,4765332634.0,4715693752.0,4713437439.0,4702155875.0,4582571297.0,4557751856.0,4808202577.0,4717950065.0,4731487942.0,4702155875.0,4679592747.0,4652516994.0,4706668501.0
300306.XSHE,4421340969.0,4527706129.0,4484585118.0,4872674215.0,4823803736.0,4823803736.0,4904296289.0,4912920491.0,4651319693.0,4651319693.0,4570827140.0,4389718894.0,4266105330.0,4602449214.0,4544954533.0,4703064906.0,4680067033.0,4628321821.0,4680067033.0,4751935385.0
300552.XSHE,2808115280.0,2751801360.0,2708482960.0,2761548000.0,2833023360.0,2926157920.0,3000882160.0,2967310400.0,2930489760.0,3000882160.0,2727976240.0,2479978400.0,2433411120.0,2696570400.0,2631592800.0,2609933600.0,2679243040.0,2555785600.0,2540624160.0,2583942560.0
002897.XSHE,4266800000.0,4375603400.0,4197464500.0,4316934900.0,4120662100.0,4186797500.0,4124928900.0,4162263400.0,4021459000.0,4061993600.0,3898788500.0,3775051300.0,3696115500.0,4084394300.0,4005458500.0,4074794000.0,4037459500.0,3968124000.0,3940389800.0,4106795000.0
600191.XSHG,3559400880.0,3530304960.0,3510907680.0,3559400880.0,3540003600.0,3724277760.0,3767921640.0,3714579120.0,3704880480.0,3758223000.0,4039483560.0,4107374040.0,4029784920.0,4073428800.0,4189812480.0,4160716560.0,3971593080.0,3976442400.0,3782469600.0,3724277760.0
603997.XSHG,8105411032.0,7965112808.0,7869454928.0,7965112808.0,7984244384.0,7926849656.0,8028884728.0,8092656648.0,8137296992.0,7735533896.0,7850323352.0,7486823408.0,7429428680.0,7461314640.0,7352902376.0,7346525184.0,7346525184.0,7289130456.0,7289130456.0,7403919912.0
300723.XSHE,7001600000.0,7148800000.0,7676800000.0,7681600000.0,7260800000.0,6600000000.0,6494400000.0,6553600000.0,6267200000.0,6323200000.0,6536000000.0,6380800000.0,5956800000.0,5955200000.0,6043200000.0,6304000000.0,6032000000.0,5883200000.0,5654400000.0,5872000000.0
603039.XSHG,7021889763.0,7304510955.0,7125794613.0,7201298804.0,7165278456.0,7440972658.0,7544877508.0,7651553154.0,6956083358.0,7192293717.0,6782908608.0,6396382566.0,6167099197.0,6441408001.0,5987690156.0,6011241922.0,6044491474.0,5815208105.0,5570685358.0,5604627609.0
600170.XSHG,32768183639.0,33124359548.0,33035315571.0,32679139662.0,32946271594.0,33035315571.0,33302447503.0,33302447503.0,33391491480.0,33124359548.0,33391491480.0,33124359548.0,32946271594.0,33747667389.0,34014799321.0,33836711366.0,33925755344.0,33925755344.0,34103843298.0,34103843298.0
601069.XSHG,15836400000.0,15944520000.0,14818800000.0,15092280000.0,15054120000.0,13922040000.0,13661280000.0,12421080000.0,12497400000.0,13107960000.0,13222440000.0,12185760000.0,12007680000.0,10913760000.0,11079120000.0,10074240000.0,9978840000.0,10042440000.0,9692640000.0,9915240000.0
600322.XSHG,6634200000.0,6656314000.0,6777941000.0,6601029000.0,6744770000.0,6777941000.0,6866397000.0,6932739000.0,6877454000.0,6833226000.0,6766884000.0,6556801000.0,6612086000.0,6788998000.0,6634200000.0,6612086000.0,6623143000.0,6567858000.0,6589972000.0,6645257000.0
600249.XSHG,2942500000.0,3003000000.0,2992000000.0,3014000000.0,3041500000.0,3030500000.0,3118500000.0,3124000000.0,3080000000.0,3052500000.0,3129500000.0,3058000000.0,2997500000.0,3327500000.0,3388000000.0,3520000000.0,3602500000.0,3619000000.0,3663000000.0,3542000000.0
002451.XSHE,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0,11507040000.0
300129.XSHE,3948083387.0,3962625131.0,3940812516.0,4173480413.0,4217105644.0,4260730875.0,4333439593.0,4355252208.0,4311626977.0,4224376516.0,4217105644.0,4042604721.0,4006250362.0,4275272618.0,4268001747.0,4253460003.0,4246189131.0,4246189131.0,4246189131.0,4340710465.0
601366.XSHG,8424299503.0,8673844637.0,8596399595.0,8475929531.0,8605004600.0,8682449641.0,8914784766.0,8906179761.0,8802919706.0,8725474664.0,8811524710.0,8699659651.0,8759894683.0,9706445189.0,9362245005.0,9104094867.0,9293404968.0,9276194959.0,9310614977.0,9594580129.0
600781.XSHG,11991251629.0,12022609505.0,12173127308.0,11890906428.0,12060238956.0,11583599247.0,11715302324.0,11721573899.0,11564784521.0,11476982470.0,11558512946.0,11213576315.0,10937627009.0,11815647526.0,11984980054.0,11884634852.0,11759203350.0,11821919101.0,11671401298.0,11771746500.0
000732.XSHE,37022408920.0,36835741312.0,34944176218.0,32666831400.0,32343274213.0,33550391411.0,34135283250.0,34446395930.0,35404622984.0,32181495619.0,32032161533.0,31459714202.0,31210824058.0,34682841566.0,34595730016.0,34446395930.0,34284617336.0,36250849474.0,36151293416.0,37793968366.0
300533.XSHE,4698000000.0,4603000000.0,4526000000.0,4726000000.0,4760000000.0,4780000000.0,4917000000.0,4948000000.0,4784000000.0,4800000000.0,4771000000.0,4430000000.0,4443000000.0,4926000000.0,4649000000.0,4700000000.0,4795000000.0,4631000000.0,4680000000.0,4818000000.0
600540.XSHG,2241594970.0,2406418129.0,2477056626.0,2566532056.0,2331070399.0,2331070399.0,2269850369.0,2222758037.0,2208630338.0,2119154909.0,2166247240.0,2081481043.0,2039097945.0,2147410307.0,2109736442.0,2137991841.0,2100317976.0,2067353344.0,2043807178.0,2043807178.0
300036.XSHE,8608640578.0,8810932393.0,8770474030.0,9049187198.0,8990747340.0,9125608550.0,9395330970.0,9336891113.0,8487265489.0,8024242001.0,7952316022.0,7228560861.0,6805995736.0,7161130256.0,7021773673.0,7287000719.0,7228560861.0,6981315310.0,7170121004.0,7102690399.0
002712.XSHE,6960754514.0,6994942896.0,7100926879.0,6960754514.0,6936445809.0,7059577983.0,7357147404.0,6785950929.0,6768849238.0,6792791606.0,6738066195.0,6703862813.0,6669659432.0,7066418659.0,7121144070.0,6912503442.0,7083520350.0,7131405084.0,7104042379.0,7182710157.0
000597.XSHE,4798762737.0,4794016187.0,4798762737.0,4803509288.0,4637380014.0,4651619666.0,4713324825.0,4803509288.0,4760790332.0,4789269636.0,4756043781.0,4504476595.0,4409545582.0,4779776535.0,4803509288.0,4869960998.0,4794016187.0,4775029984.0,4827242042.0,4836735143.0
600350.XSHG,26701970506.0,26894417141.0,26894417141.0,26798193823.0,26750082165.0,26942528799.0,27471757043.0,27760426995.0,27760426995.0,27616092019.0,27904761971.0,27471757043.0,27375533726.0,28482101873.0,28770771825.0,28530213532.0,28482101873.0,28866995142.0,29059441776.0,29059441776.0
603887.XSHG,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0,3051890000.0
002541.XSHE,4734418431.0,4800756153.0,4793773234.0,4709978218.0,4741401349.0,4765841562.0,4821704907.0,4811230530.0,4779807398.0,4737909890.0,4713469677.0,4549371103.0,4434152955.0,4727435513.0,4741401349.0,4737909890.0,4661097792.0,4594760070.0,4577302775.0,4640149038.0
002221.XSHE,18081619751.0,18164108892.0,18296091518.0,18477567629.0,18461069801.0,18428074144.0,18659043739.0,18989000304.0,18725035052.0,18626048083.0,18890013335.0,18593052426.0,18378580659.0,19335454697.0,19896380857.0,19714904747.0,19797393888.0,19863385201.0,20077856968.0,20193341766.0
601872.XSHG,19713984177.0,20296924569.0,20455908312.0,18813076298.0,19131043784.0,19290027528.0,19607995014.0,19713984177.0,19660989596.0,19502005852.0,19925962501.0,19607995014.0,19555000433.0,20985854124.0,21144837867.0,21144837867.0,21197832448.0,21197832448.0,21356816191.0,21462805354.0
300457.XSHE,9459947444.0,9663144406.0,7929576977.0,7822548150.0,7964203951.0,8049197432.0,8282142528.0,8477312743.0,8285290434.0,8436389956.0,8810990853.0,8549714597.0,8363988102.0,8754328533.0,9084858736.0,8905428054.0,8905428054.0,8905428054.0,8905428054.0,8905428054.0
002612.XSHE,5112000000.0,5152000000.0,5100000000.0,5036000000.0,4980000000.0,4928000000.0,4960000000.0,5052000000.0,4988000000.0,4920000000.0,4904000000.0,4784000000.0,4708000000.0,5036000000.0,5112000000.0,5184000000.0,5284000000.0,5160000000.0,5200000000.0,5168000000.0
601500.XSHG,6469579857.0,6338734421.0,6316926849.0,6280580894.0,6077043551.0,6142466268.0,6316926849.0,6338734421.0,6375080375.0,6556810147.0,5960736497.0,5793545107.0,5764468344.0,6236965749.0,6229696558.0,6164273841.0,6258773322.0,6280580894.0,6389618757.0,6622232864.0
000909.XSHE,3079795295.0,3145389312.0,3120401115.0,3082918820.0,3120401115.0,3207859805.0,3273453823.0,3223477428.0,3173501034.0,3164130460.0,3120401115.0,3007954228.0,3017324802.0,3314059643.0,3376530136.0,3379653660.0,3495224072.0,3423383005.0,3111030541.0,3179748084.0
000159.XSHE,2213240752.0,2189183788.0,2150692644.0,2160315430.0,2198806574.0,2189183788.0,2189183788.0,2193995181.0,2184372395.0,2174749609.0,2179561002.0,2131447072.0,2107390108.0,2285411647.0,2261354682.0,2237297717.0,2237297717.0,2208429359.0,2203617967.0,2246920503.0
603308.XSHG,6649454048.0,6510652658.0,6562703179.0,6636441417.0,6718854742.0,6514990202.0,6575715810.0,6571378266.0,6501977572.0,6350163552.0,5851346060.0,5729894845.0,5599768542.0,6050873057.0,6046535514.0,6133286382.0,6042197970.0,6076898317.0,6055210600.0,6220037250.0
600908.XSHG,13158577476.0,13306426661.0,13287945513.0,13029209439.0,13047690587.0,12992247142.0,13158577476.0,13269464365.0,13417313550.0,13343388957.0,13177058624.0,13047690587.0,12992247142.0,13916304549.0,14064153735.0,14082634883.0,14138078327.0,14101116031.0,14193521772.0,14452257845.0
002745.XSHE,21703710871.0,22517335865.0,23029813946.0,22659984403.0,22971697875.0,22929431641.0,22929431641.0,21878059084.0,20541389452.0,20551956010.0,20805553411.0,20551956010.0,20393457635.0,21502946263.0,21825226293.0,21920325318.0,21365581004.0,21016884578.0,21133116720.0,21751260384.0
002038.XSHE,27745299000.0,27813789000.0,26622063000.0,26450838000.0,26012502000.0,26711100000.0,26265915000.0,26217972000.0,23834520000.0,23149620000.0,23375637000.0,22985244000.0,22382532000.0,23129073000.0,23711238000.0,24135876000.0,24505722000.0,23231808000.0,22204458000.0,21841461000.0
603608.XSHG,4631649212.0,4679131170.0,4700713879.0,4627332670.0,4489203337.0,4648915379.0,4640282295.0,4566901087.0,4515102587.0,4467620628.0,4398555962.0,4312225128.0,4273376253.0,4648915379.0,4476253712.0,4592800337.0,4549634920.0,4510786045.0,4467620628.0,4541001837.0
002412.XSHE,4762640000.0,4807040000.0,4860320000.0,4774480000.0,4875120000.0,4934320000.0,4857360000.0,4848480000.0,4821840000.0,4795200000.0,4824800000.0,4756720000.0,4682720000.0,4857360000.0,4901760000.0,4958000000.0,4889920000.0,4872160000.0,4878080000.0,4910640000.0
002304.XSHE,165331653480.0,165964588440.0,169204612640.0,165557701680.0,167938742720.0,156982939960.0,158233740000.0,162739634120.0,162528655800.0,151452294000.0,161518973840.0,158399508680.0,161624463000.0,167381157160.0,171645933200.0,169385451200.0,170033456040.0,170349923520.0,172550126000.0,170440342800.0
603378.XSHG,3938856000.0,4026516000.0,3919376000.0,4001192000.0,3882364000.0,3884312000.0,3855092000.0,3812236000.0,3722628000.0,3562892000.0,3599904000.0,3461596000.0,3484972000.0,3870676000.0,3804444000.0,3880416000.0,3816132000.0,3671980000.0,3660292000.0,3849248000.0
300345.XSHE,2166760822.0,2184412641.0,2127044228.0,2157934912.0,2153521957.0,2184412641.0,2263845828.0,2303562421.0,2232955144.0,2272671737.0,2316801286.0,2104979454.0,2096153544.0,2277084692.0,2268258783.0,2268258783.0,2272671737.0,2237368099.0,2259432873.0,2268258783.0
002217.XSHE,34411417436.0,33566773553.0,32565714137.0,32002618215.0,31908768895.0,32002618215.0,31689787148.0,30000499383.0,29875366956.0,29687668315.0,30063065596.0,29718951422.0,29781517636.0,31439522294.0,31533371614.0,31752353361.0,31564654721.0,31971335109.0,32096467536.0,32159033749.0
603585.XSHG,4474500000.0,4497000000.0,4437000000.0,4459500000.0,4368000000.0,4272000000.0,4345500000.0,4348500000.0,4302000000.0,4230000000.0,4212000000.0,4129500000.0,4128000000.0,4380000000.0,4404000000.0,4419000000.0,4419000000.0,4378500000.0,4372500000.0,4432500000.0
300708.XSHE,7961790200.0,7508889400.0,7452276800.0,7732766500.0,7344198200.0,7539769000.0,7429117100.0,7215533200.0,6559341700.0,6651980500.0,6945336700.0,6613381000.0,6304585000.0,7004522600.0,6955629900.0,7148627400.0,6901590600.0,6762632400.0,6875857600.0,7277292400.0
600872.XSHG,18912166986.0,19167090888.0,19238788235.0,19382182930.0,20513407746.0,19684905064.0,19493712137.0,18697074943.0,18728940431.0,18211126255.0,19039628937.0,19422014790.0,18951998845.0,19605241344.0,20067290917.0,20099156405.0,20154921008.0,20051358173.0,20170853752.0,19748636039.0
002092.XSHE,24984673321.0,25499821224.0,25349569752.0,25328105256.0,25049066809.0,24791492857.0,25306640760.0,25628608200.0,25972040136.0,25757395176.0,26186685096.0,26014969128.0,26401330055.0,26637439511.0,26895013463.0,27045264935.0,26830619975.0,26830619975.0,27281374391.0,27817986790.0
600228.XSHG,2673825600.0,2688304800.0,2693131200.0,2659346400.0,2690718000.0,2625561600.0,2630388000.0,2630388000.0,2640040800.0,2596603200.0,2599016400.0,2577297600.0,2640040800.0,2736568800.0,2726916000.0,2753461200.0,2775180000.0,2775180000.0,2854815600.0,2956170000.0
002390.XSHE,16230607902.0,16077167281.0,15685041250.0,15685041250.0,15344062092.0,15650943334.0,15190621471.0,15753237081.0,15463404797.0,15344062092.0,15173572513.0,14900789187.0,13843753799.0,14406369409.0,14474565240.0,14508663156.0,14269977746.0,14355222535.0,13963096504.0,14014243377.0
300555.XSHE,2262000000.0,2356000000.0,2340000000.0,2310000000.0,2208000000.0,2242000000.0,2270000000.0,2284000000.0,2218000000.0,2232000000.0,2182000000.0,1984000000.0,1954000000.0,2168000000.0,2110000000.0,2144000000.0,2132000000.0,2054000000.0,2094000000.0,2180000000.0
002620.XSHE,3237125000.0,3277000000.0,3244375000.0,3208125000.0,3262500000.0,3360375000.0,3331375000.0,3378500000.0,3251625000.0,3240750000.0,3316875000.0,3193625000.0,3284250000.0,3603250000.0,3280625000.0,3371250000.0,3396625000.0,3331375000.0,3266125000.0,3302375000.0
600576.XSHG,4188017696.0,4123187701.0,4077806704.0,4077806704.0,4025942708.0,4058357706.0,4155602699.0,4136153700.0,4097255703.0,4095635169.0,4082529136.0,3971127860.0,3944915795.0,4324990738.0,4318437722.0,4292225657.0,4272566608.0,4285672641.0,4311884706.0,4324990738.0
000852.XSHE,5772221709.0,6089245284.0,5867926939.0,6406268860.0,6023447938.0,5473142864.0,4976671981.0,4952745673.0,4839095712.0,4719464174.0,4737408905.0,4605814213.0,4611795790.0,5114248250.0,5036487750.0,5162100865.0,5000598288.0,4994616712.0,5078358788.0,5054432481.0
002822.XSHE,4554000000.0,4614000000.0,4470000000.0,4440000000.0,4488000000.0,4638000000.0,4680000000.0,4830000000.0,4836000000.0,4980000000.0,4860000000.0,4662000000.0,4644000000.0,5160000000.0,4806000000.0,4368000000.0,4374000000.0,4296000000.0,4290000000.0,4362000000.0
600763.XSHG,13864473600.0,13848441600.0,13370688000.0,13123795200.0,13171891200.0,13322592000.0,13110969600.0,13242432000.0,12665280000.0,13027603200.0,13784313600.0,13672089600.0,13242432000.0,13623993600.0,13473292800.0,13482912000.0,13329004800.0,12793536000.0,12867283200.0,12748646400.0
600139.XSHG,3680111224.0,3812489326.0,3819108231.0,3759538085.0,3752919180.0,3838964946.0,3951486333.0,3984580858.0,3911772902.0,3878678377.0,3964724143.0,3885297282.0,3786013706.0,4209623631.0,4163291295.0,4229480346.0,4057388814.0,4077245529.0,4249337061.0,4136815675.0
000902.XSHE,12353892376.0,12653934113.0,12523481184.0,12614798234.0,12680024699.0,12536526477.0,12680024699.0,12680024699.0,12614798234.0,12432164134.0,12523481184.0,12406073548.0,12445209427.0,13097474072.0,13175745829.0,13462742273.0,13332289344.0,13071383486.0,13188791122.0,13136609950.0
603233.XSHG,23252581300.0,22180554500.0,21644541100.0,22060551500.0,22428560700.0,22948573700.0,23396584900.0,22880572000.0,21732543300.0,22364559100.0,24032600800.0,22344558600.0,21624540600.0,22276556900.0,21700542500.0,21732543300.0,20380509500.0,19732493300.0,19748493700.0,19576489400.0
000856.XSHE,4274410000.0,4342510000.0,4358400000.0,4319810000.0,4362940000.0,4462820000.0,4651230000.0,4771540000.0,4569510000.0,4499140000.0,4331160000.0,4249440000.0,4126860000.0,4585400000.0,4530920000.0,4692090000.0,4603560000.0,4612640000.0,4642150000.0,4707980000.0
002711.XSHE,10613507520.0,10655750336.0,10676871744.0,10624068224.0,10634628928.0,10455096960.0,10624068224.0,10761357376.0,10803600192.0,10919767936.0,11130982016.0,10803600192.0,10824721600.0,11078178496.0,11278831872.0,10898646528.0,10919767936.0,10771918080.0,10729675264.0,10602946816.0
600735.XSHG,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0,3590726427.0
603118.XSHG,5863627440.0,5949627309.0,5894900120.0,5879263780.0,5933990969.0,6066899858.0,6246717766.0,6231081426.0,6356172145.0,6160717897.0,5597809663.0,5386719075.0,5339810055.0,5902718290.0,5957445479.0,6176354237.0,6074718028.0,6051263518.0,5996536329.0,6019990838.0
300391.XSHE,3113320249.0,3143682712.0,3047924174.0,3101642378.0,3117991397.0,3087628934.0,3080622212.0,3043253026.0,2966179082.0,2914796452.0,2928809896.0,2837722507.0,2781668729.0,3089964508.0,3101642378.0,3197400916.0,3185723045.0,3153025008.0,3082957786.0,3096971230.0
000823.XSHE,4886390600.0,5058219720.0,4999153460.0,5079698360.0,5090437680.0,5256897140.0,5428726260.0,5240788160.0,5009892780.0,4929347880.0,5009892780.0,4832694000.0,4784367060.0,5315963400.0,5428726260.0,5471683540.0,5536119460.0,5439465580.0,5573707080.0,5589816060.0
002907.XSHE,15930389200.0,16826523600.0,17570635200.0,16906535600.0,16682502000.0,16646496600.0,15134269800.0,15338300400.0,15110266200.0,15338300400.0,15510326200.0,15342301000.0,13946091600.0,15486322600.0,16366454600.0,14878231400.0,13526028600.0,13249987200.0,13221983000.0,14058108400.0
600834.XSHG,4325080059.0,4315532421.0,4272568050.0,4229603678.0,4239151316.0,4286889507.0,4291663326.0,4315532421.0,4353722974.0,4339401516.0,4430104078.0,4229603678.0,4234377497.0,4406234983.0,4248698955.0,4153222574.0,4148448754.0,4177091669.0,4162770212.0,4162770212.0
002195.XSHE,20220744188.0,19947490888.0,19230200976.0,19196044314.0,19503454276.0,19981647551.0,19674237588.0,19571767601.0,19196044314.0,18888634351.0,19093574326.0,18376284414.0,18068874452.0,19640080926.0,19605924264.0,19981647551.0,20357370838.0,20254900851.0,20220744188.0,20528154150.0
600686.XSHG,7547827077.0,7657040009.0,7657040009.0,7535692307.0,7650972624.0,7632770468.0,7814792022.0,7960409264.0,7790522481.0,7766252941.0,8045352656.0,7820859407.0,7414344604.0,7942207109.0,8221306824.0,8002880960.0,8172767743.0,8300182830.0,8476136999.0,8391193607.0
600819.XSHG,4562390417.0,4646532863.0,4618485381.0,4609136220.0,4534342935.0,4599787059.0,4740024470.0,4786770273.0,4833516077.0,4814817755.0,4955055166.0,4898960202.0,5104641737.0,4842865237.0,4711976988.0,4683929506.0,4665231184.0,4730675309.0,4702627827.0,4655882024.0
000705.XSHE,2683009987.0,2639573959.0,2636232727.0,2639573959.0,2662962589.0,2589455467.0,2649597658.0,2679668754.0,2566066836.0,2549360672.0,2549360672.0,2462488618.0,2445782454.0,2576090535.0,2535995741.0,2569408069.0,2492559714.0,2469171084.0,2455806152.0,2472512316.0
000166.XSHE,109750050007.0,110876847235.0,110876847235.0,109750050007.0,110426128344.0,111102206681.0,112229003909.0,112003644463.0,111552925572.0,110651487790.0,111102206681.0,110426128344.0,111552925572.0,112454363354.0,113130441691.0,113130441691.0,113581160582.0,112454363354.0,112679722800.0,113355801137.0
002138.XSHE,14748073293.0,14813402522.0,14739907140.0,14821568675.0,15107384049.0,15393199423.0,15368700962.0,13972288707.0,13253667195.0,13245501042.0,13400657959.0,13008682589.0,12976017975.0,13882461018.0,13727304101.0,13776301022.0,13980454860.0,13751802561.0,13817131790.0,14013119475.0
002387.XSHE,21075687539.0,21595399496.0,21745842431.0,21116717430.0,20733771777.0,20788478299.0,21253483735.0,21362896779.0,21226130474.0,21212453843.0,20897891343.0,20706418516.0,20692741886.0,21964668519.0,21992021780.0,22142464715.0,22703206564.0,22648500042.0,23004092434.0,22634823411.0
002366.XSHE,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0,22933666908.0
603027.XSHG,6578381336.0,6575121484.0,6516444148.0,6333892436.0,6353451548.0,6415388736.0,6157860428.0,6017686792.0,5773197892.0,5753638780.0,5756898632.0,5623244700.0,5483071064.0,5796016856.0,5903591972.0,5962269308.0,5809056264.0,5727559964.0,5825355524.0,5828615376.0
300438.XSHE,6584576866.0,6691414577.0,6719529765.0,6432754854.0,6477739154.0,6593011422.0,6531158010.0,6744833433.0,6663299390.0,6584576866.0,6682980021.0,6460870042.0,6407451186.0,7028796825.0,7000681638.0,7158126687.0,7183430355.0,7264964398.0,7349309960.0,7354932998.0
600376.XSHG,21745734990.0,21926304557.0,21926304557.0,21461982813.0,21333004551.0,21616756728.0,21848917600.0,21874713252.0,22081078472.0,21384595856.0,21358800204.0,21100843680.0,21152434984.0,22571195868.0,22622787172.0,22674378477.0,22777561087.0,23112904568.0,23138700221.0,23474043702.0
603188.XSHG,7729920000.0,7683840000.0,7695360000.0,7608960000.0,7637760000.0,7488000000.0,7597440000.0,7637760000.0,7626240000.0,7464960000.0,7539840000.0,7378560000.0,7251840000.0,7810560000.0,7891200000.0,7989120000.0,7971840000.0,7954560000.0,8017920000.0,8150400000.0
300257.XSHE,13976820000.0,14251380000.0,13985400000.0,14011140000.0,14071200000.0,13891020000.0,14208480000.0,13667940000.0,13453440000.0,13462020000.0,13599300000.0,13401960000.0,13170300000.0,13479180000.0,13616460000.0,13830960000.0,13933920000.0,13839540000.0,14036880000.0,14157000000.0
300207.XSHE,17422588125.0,17577455575.0,16756658090.0,16617277385.0,17205773695.0,17546482085.0,17887190475.0,17902677220.0,14261953225.0,14274859970.0,14971824200.0,15087984905.0,15087984905.0,15087984905.0,15087984905.0,15087984905.0,15087984905.0,15062171415.0,14986185000.0,15063699750.0
600120.XSHG,14568650834.0,14225621659.0,14118004663.0,13727893052.0,13754797301.0,13734619115.0,14400499277.0,14535020522.0,14366868966.0,14077648289.0,14548472647.0,14225621659.0,14353416842.0,15947493595.0,16115645151.0,16653730131.0,15732259603.0,15321969806.0,14730076328.0,14898227884.0
