,2018-04-12,2018-04-11,2018-04-10,2018-04-09,2018-04-04,2018-04-03,2018-04-02,2018-03-30,2018-03-29,2018-03-28,2018-03-27,2018-03-26,2018-03-23,2018-03-22,2018-03-21,2018-03-20,2018-03-19,2018-03-16,2018-03-15,2018-03-14
601228.XSHG,34743739800.0,35424989600.0,35734648600.0,36601693800.0,34867603400.0,33814762800.0,33567035600.0,33938626400.0,33814762800.0,33381240200.0,33876694600.0,32947717600.0,32823854000.0,35239194200.0,35548853200.0,35920444000.0,36415898400.0,36911352800.0,37035216400.0,37221011800.0
600552.XSHG,5238948577.0,5284971551.0,5131561637.0,5131561637.0,5116220645.0,5139232132.0,5269630560.0,5315653534.0,5231278081.0,5177584611.0,5192925602.0,5100879654.0,5047186184.0,5507415927.0,5484404440.0,5515086423.0,5507415927.0,5515086423.0,5706848816.0,5469063448.0
000062.XSHE,14332564299.0,14282072125.0,14361416970.0,14007971751.0,13640100196.0,13943053241.0,14361416970.0,14166661441.0,13863708396.0,13849282061.0,13834855725.0,13474197338.0,13474197338.0,14945683557.0,14649943680.0,14548959332.0,14700435854.0,14823059706.0,14952896725.0,15082733744.0
002254.XSHE,7250594832.0,7244486496.0,7311678192.0,7330003200.0,7348328208.0,7378869888.0,7287244848.0,7281136512.0,7268919840.0,7213944816.0,7470494928.0,7470494928.0,7336111536.0,7433844912.0,7452169920.0,7299461520.0,7354436544.0,7372761552.0,7354436544.0,7452169920.0
002809.XSHE,3474847705.0,3436085460.0,3409827165.0,3369814525.0,3466094940.0,3399824005.0,3528614690.0,3527364295.0,3426082300.0,3369814525.0,3341055440.0,3269782925.0,3251027000.0,3612391155.0,3601137600.0,3598636810.0,3546120220.0,3527364295.0,3526113900.0,3642400635.0
603278.XSHG,4016480000.0,4056000000.0,3976960000.0,3976960000.0,3858400000.0,3804320000.0,3872960000.0,3902080000.0,3883360000.0,3748160000.0,3683680000.0,3608800000.0,3594240000.0,3993600000.0,4033120000.0,4024800000.0,4118400000.0,3744000000.0,3644160000.0,3831360000.0
300640.XSHE,2021600000.0,2000000000.0,1895200000.0,1937600000.0,1892800000.0,1912000000.0,1934400000.0,1897600000.0,1896800000.0,1880800000.0,1904000000.0,1880000000.0,1871200000.0,1700800000.0,1700800000.0,1700800000.0,1700800000.0,1700800000.0,1700800000.0,1700800000.0
601100.XSHG,18849600000.0,18585000000.0,18559800000.0,18792900000.0,18799200000.0,19599300000.0,19397700000.0,19196100000.0,19051200000.0,18805500000.0,19013400000.0,18975600000.0,18490500000.0,19259100000.0,19586700000.0,19082700000.0,19681200000.0,19542600000.0,20267100000.0,20456100000.0
002086.XSHE,5914220000.0,5762926000.0,5852327000.0,5535985000.0,5646017000.0,5597878000.0,5721664000.0,5817942000.0,5721664000.0,5680402000.0,5824819000.0,5769803000.0,6409364000.0,7124572000.0,7131449000.0,7103941000.0,7234604000.0,7489053000.0,7599085000.0,7255235000.0
603167.XSHG,5016188000.0,4977676000.0,4924722000.0,4876582000.0,4905466000.0,4953606000.0,4963234000.0,4963234000.0,4958420000.0,4891024000.0,4948792000.0,4866954000.0,4818814000.0,5155794000.0,5223190000.0,5353168000.0,5256888000.0,5276144000.0,5285772000.0,5377238000.0
603338.XSHG,11700131524.0,11762055704.0,11477204475.0,11560359803.0,11560359803.0,11684208163.0,11931904884.0,11758517179.0,11788594638.0,11576283163.0,11859365130.0,11530282344.0,11199430296.0,12406067177.0,12524607751.0,12400759391.0,12147754883.0,12331758161.0,12843074963.0,12667917996.0
002802.XSHE,2840937000.0,2852855500.0,2838770000.0,2908114000.0,2787845500.0,2845271000.0,2758591000.0,2778094000.0,2723919000.0,2649157500.0,2599316500.0,2521304500.0,2520221000.0,2799764000.0,2840937000.0,2758591000.0,2766175500.0,2719585000.0,2670827500.0,2756424000.0
600293.XSHG,7809527349.0,7995468476.0,7937361874.0,7867633951.0,8018711117.0,8123303002.0,7948983195.0,8007089797.0,7960604515.0,7774663388.0,7890876592.0,7751420747.0,7821148670.0,8355729411.0,8425457334.0,8646262422.0,8797339588.0,8692747704.0,8704369025.0,8843824870.0
300107.XSHE,5161117248.0,5254061096.0,5221257385.0,5461817935.0,5237659241.0,4915089413.0,5084575255.0,5111911681.0,4969762265.0,5051771543.0,4592519585.0,4177005908.0,4084062059.0,4537846733.0,4674528863.0,4619856011.0,4576117729.0,4510510307.0,4581585014.0,4669061578.0
600318.XSHG,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5343360000.0,5411120000.0,5411120000.0,5445000000.0,5507920000.0,5672480000.0,5735400000.0
600647.XSHG,2119156267.0,2173422251.0,2140027799.0,2151159283.0,2172030816.0,2197076655.0,2265256994.0,2273605607.0,2315348672.0,2223513929.0,2290302833.0,2273605607.0,2173422251.0,2412749157.0,2515715384.0,2373788963.0,2158116461.0,2152550719.0,2195685219.0,2146984977.0
002648.XSHE,15764194145.0,16072670279.0,15583363308.0,15200427418.0,15711008605.0,15604637524.0,16040758954.0,16625799898.0,16913001815.0,16753445195.0,16881090491.0,16551340141.0,16338597980.0,17657599380.0,18061809486.0,18019261054.0,17817156001.0,18178817675.0,18721310186.0,18402196944.0
300378.XSHE,4155946105.0,4068591824.0,4039473730.0,4129475111.0,4087121520.0,4235359088.0,4394185054.0,4238006187.0,4013002736.0,3941531051.0,3991825940.0,3785352185.0,3607996523.0,4007708537.0,3954766548.0,4161240304.0,4171828702.0,4105651216.0,4267124281.0,4092415719.0
603036.XSHG,3237491200.0,3302566400.0,3202920000.0,3227323200.0,3290364800.0,3379843200.0,3219188800.0,3202920000.0,3156147200.0,2869409600.0,2859241600.0,2806368000.0,2792132800.0,3097172800.0,3115475200.0,3030064000.0,2981257600.0,2897880000.0,2883644800.0,3001593600.0
603960.XSHG,3395600000.0,3398720000.0,3398720000.0,3456960000.0,3348800000.0,3423680000.0,3472560000.0,3321760000.0,3069040000.0,3023280000.0,2966080000.0,2811120000.0,2742480000.0,2838160000.0,2891200000.0,2935920000.0,2973360000.0,2917200000.0,2908880000.0,3088800000.0
002504.XSHE,3703139888.0,3692881883.0,3692881883.0,3621075846.0,3600559836.0,3600559836.0,3610817841.0,3580043825.0,3569785820.0,3497979783.0,3333851700.0,3241529653.0,3303077684.0,3477463773.0,3497979783.0,3569785820.0,3580043825.0,3549269810.0,3539011804.0,3621075846.0
603909.XSHG,3020675000.0,2969425000.0,2925350000.0,2956100000.0,3023750000.0,2968400000.0,2991975000.0,2989925000.0,2897675000.0,2873075000.0,2901775000.0,2842325000.0,2901775000.0,3004275000.0,3023750000.0,3022725000.0,2990950000.0,2981725000.0,3036050000.0,3067825000.0
600389.XSHG,5209380000.0,5378670000.0,5331150000.0,5203440000.0,5245020000.0,5265810000.0,5536080000.0,5509350000.0,5562810000.0,5414310000.0,5429160000.0,5313330000.0,5259870000.0,5637060000.0,5610330000.0,5530140000.0,5536080000.0,5536080000.0,5628150000.0,5604390000.0
600506.XSHG,2016198816.0,2067896222.0,2066419153.0,2138795521.0,2174245171.0,2103345872.0,2162428621.0,2110731215.0,2118116559.0,2107777078.0,2190492927.0,2175722239.0,2327860318.0,2233327920.0,2256961019.0,2268777569.0,2218557232.0,2212648958.0,2236282057.0,2191969995.0
300238.XSHE,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0,5016745863.0
600157.XSHG,28952103110.0,29200619016.0,30443198549.0,33798163287.0,37525901885.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0,41750672295.0
601088.XSHG,410720662396.0,417085340941.0,417483133350.0,403560399032.0,400974748373.0,403560399032.0,414499690282.0,414698586487.0,420267680214.0,412510728237.0,422455538464.0,418875406782.0,441151781692.0,441947366510.0,442146262715.0,442146262715.0,437173857601.0,461836986965.0,468997250329.0,467207184488.0
002915.XSHE,4415040000.0,4630080000.0,4794720000.0,5108320000.0,4643520000.0,4410560000.0,4242560000.0,4038720000.0,3995040000.0,3937920000.0,3894240000.0,3810240000.0,3741920000.0,4144000000.0,4039840000.0,4250400000.0,4145120000.0,3909920000.0,3853920000.0,4183200000.0
000928.XSHE,6685446851.0,6685446851.0,6660313593.0,6572347187.0,6559780557.0,6647746963.0,6823679775.0,6873946293.0,6861379663.0,6748279999.0,6873946293.0,6760846628.0,6760846628.0,7514844393.0,7489711134.0,7426877987.0,7452011246.0,7703343834.0,7728477093.0,7904409905.0
300176.XSHE,14159887200.0,14398048800.0,14284332000.0,14375520000.0,14686632000.0,14584716000.0,15008472000.0,15118970400.0,15587784000.0,15688627200.0,15040656000.0,14649084000.0,14193144000.0,14994525600.0,14965560000.0,14657666400.0,14539658400.0,14469926400.0,14651229600.0,14631919200.0
000837.XSHE,3834341132.0,3903678223.0,3875943387.0,3869009678.0,3903678223.0,3931413060.0,4014617569.0,3966081605.0,3855142260.0,3702600659.0,3737269205.0,3667932114.0,3605528732.0,3910611932.0,3966081605.0,4007683860.0,3973015314.0,3938346769.0,3924479351.0,4070087242.0
002324.XSHE,6462480475.0,6500399472.0,6606030963.0,6343306485.0,6297261989.0,6205172996.0,6197047497.0,6148294501.0,6318929987.0,6175379498.0,6229549494.0,5937031518.0,6031829010.0,6364974483.0,6364974483.0,6348723484.0,6373099982.0,6503107972.0,6421852978.0,6435395477.0
603955.XSHG,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0,3121560000.0
000043.XSHE,6196071555.0,6169393098.0,6136045027.0,6062679271.0,6069348886.0,6049340043.0,6076018500.0,6082688114.0,6002652744.0,5935956602.0,6022661586.0,5922617374.0,5929286988.0,6169393098.0,5989313516.0,6015991972.0,5995983130.0,6062679271.0,6082688114.0,6049340043.0
002444.XSHE,12107289102.0,12322338642.0,12290081211.0,12161051487.0,12021269286.0,12311586165.0,12763190199.0,12644912952.0,12354596073.0,12118041579.0,12300833688.0,11956754424.0,12150299010.0,13494358635.0,13419091296.0,13709408175.0,14139507255.0,13709408175.0,13677150744.0,13773923037.0
002547.XSHE,9723852788.0,9735133360.0,9690011073.0,9701291645.0,9791536218.0,9791536218.0,9802816790.0,9994586508.0,10005867080.0,10017147652.0,10028428224.0,10039708795.0,10254039657.0,10265320229.0,10265320229.0,10310442516.0,10366845374.0,10378125946.0,10378125946.0,10378125946.0
002718.XSHE,4137977657.0,4116069685.0,4065243192.0,4070501105.0,4143235570.0,4166019860.0,4228238500.0,4170401455.0,4138853976.0,4136225019.0,4164267223.0,4077511656.0,4031066756.0,4299220327.0,4296591371.0,4425410243.0,4447318215.0,4424533924.0,4434173432.0,4471855143.0
600716.XSHG,4567975679.0,4680302950.0,4736466585.0,4708384768.0,4801990827.0,4839433250.0,4755187797.0,4839433250.0,4858154462.0,4745827191.0,4736466585.0,4614778709.0,4455648408.0,4689663556.0,4755187797.0,4324599926.0,4333960532.0,4390124167.0,4399484773.0,4521172650.0
002528.XSHE,5388778488.0,5503878611.0,5441096726.0,5388778488.0,4896987053.0,4813277873.0,4991159881.0,5033014472.0,4917914349.0,4876059758.0,4855132463.0,4750495988.0,4729568693.0,5095796357.0,4991159881.0,5137650947.0,5074869062.0,4980696234.0,5001623529.0,5074869062.0
603239.XSHG,4461465600.0,4431686400.0,4380249600.0,4420857600.0,4447929600.0,4475001600.0,4480416000.0,4567046400.0,4277376000.0,4261132800.0,4312569600.0,4188038400.0,4255718400.0,4426272000.0,4393785600.0,4412736000.0,4385664000.0,4385664000.0,4439808000.0,4553510400.0
000822.XSHE,7259195520.0,7384508390.0,7294999197.0,7080177135.0,6784796799.0,6623680252.0,6829551395.0,6784796799.0,6802698638.0,6614729333.0,6731091284.0,6596827495.0,6569974737.0,7277097358.0,7241293681.0,7321851955.0,7384508390.0,7366606551.0,7465066663.0,7670937806.0
002008.XSHE,58795295000.0,58795295000.0,58133714548.0,56554457985.0,56607811247.0,58155055853.0,58304444987.0,58368468902.0,56447751461.0,56447751461.0,58517858036.0,57461463443.0,55754159051.0,57461463443.0,60331868952.0,60844060270.0,60716012441.0,60716012441.0,61879113558.0,62231245088.0
300632.XSHE,2468856000.0,2522124000.0,2465382000.0,2441064000.0,2456118000.0,2568444000.0,2444538000.0,2426010000.0,2357688000.0,2304420000.0,2309052000.0,2217570000.0,2163144000.0,2404008000.0,2356530000.0,2394744000.0,2358846000.0,2293998000.0,2277786000.0,2402850000.0
000667.XSHE,7422817763.0,7499605533.0,7448413686.0,7397221839.0,7448413686.0,7474009609.0,7601989226.0,7601989226.0,7678776996.0,7422817763.0,7499605533.0,7397221839.0,7346029993.0,7653181073.0,7678776996.0,7704372919.0,7729968843.0,7755564766.0,7729968843.0,7806756613.0
600512.XSHG,6251710073.0,6411600356.0,6379622300.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0,6123797847.0
601818.XSHG,216255457106.0,218355024651.0,216255457106.0,212056322017.0,211531430131.0,211531430131.0,213106105789.0,214155878203.0,215205661919.0,213106094486.0,213106094486.0,214155878203.0,219929688644.0,220454580503.0,220454580503.0,220454580503.0,219929688644.0,219929688644.0,222554147936.0,223079039795.0
601666.XSHG,12041941408.0,12254446257.0,12348892856.0,11994718109.0,11971106459.0,12065553058.0,12348892856.0,12490562755.0,12443339455.0,12018329758.0,12278057906.0,12112776358.0,11923883159.0,13222523899.0,13340582148.0,13576698647.0,13553086997.0,14096154943.0,14521164639.0,14544776289.0
600856.XSHG,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0,15566193377.0
000423.XSHE,40503553786.0,40699760248.0,41124874247.0,40732461324.0,40431611417.0,39960715911.0,40124221295.0,40320427756.0,39869152896.0,39633705142.0,40156922372.0,39509441050.0,39372096527.0,39928014834.0,40712840678.0,41556528461.0,40954828647.0,40143841941.0,39725268157.0,39489820404.0
600085.XSHG,51471278933.0,51430134825.0,51238128988.0,50963834936.0,51306702501.0,48796911922.0,46753421232.0,47535159281.0,46191118424.0,46341980153.0,46931712366.0,46671133016.0,45793392048.0,46396838963.0,46561415395.0,47055144689.0,46767135934.0,45944253777.0,45381950970.0,45107656917.0
601890.XSHG,6255288000.0,6447168000.0,6025032000.0,6159348000.0,6053814000.0,5852340000.0,5804370000.0,5794776000.0,5583708000.0,5554926000.0,5641272000.0,5439798000.0,5267106000.0,5612490000.0,5746806000.0,5718024000.0,5708430000.0,5670054000.0,5689242000.0,5650866000.0
603429.XSHG,5363840000.0,4875600000.0,4432240000.0,4425440000.0,4600880000.0,4672960000.0,4800800000.0,4875600000.0,4760000000.0,4760000000.0,4935440000.0,4912320000.0,4882400000.0,5045600000.0,5082320000.0,4962640000.0,4995280000.0,5010240000.0,4968080000.0,5125840000.0
300387.XSHE,2032806340.0,2049048800.0,2001570840.0,1967836500.0,1977831860.0,1965337660.0,1974083600.0,1986577800.0,1945346940.0,1921607960.0,1914111440.0,1861635800.0,1834148560.0,1981580120.0,1977831860.0,2011566200.0,1986577800.0,1969085920.0,1969085920.0,1991575480.0
300156.XSHE,13150517883.0,12968713489.0,13079816174.0,14059539857.0,14241344252.0,14514050844.0,15200867446.0,15049363784.0,15029163295.0,15524075259.0,15726080142.0,14291845472.0,14413048402.0,13625229358.0,13625229358.0,13625229358.0,13625229358.0,13625229358.0,13625229358.0,13625229358.0
002926.XSHE,35883750000.0,35778750000.0,36408750000.0,35463750000.0,34755000000.0,34466250000.0,35043750000.0,35306250000.0,35096250000.0,34466250000.0,34702500000.0,34151250000.0,33573750000.0,37143750000.0,37563750000.0,37248750000.0,37432500000.0,37038750000.0,37537500000.0,39690000000.0
000567.XSHE,11496284202.0,3869208000.0,3920616000.0,4229064000.0,4067280000.0,4161024000.0,4127760000.0,4074840000.0,3870720000.0,3864672000.0,3733128000.0,3568320000.0,3441312000.0,3718008000.0,3719520000.0,3721032000.0,3802680000.0,3958416000.0,3923640000.0,3931200000.0
002113.XSHE,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0,8862571477.0
002017.XSHE,2753286421.0,2798308715.0,2791382208.0,2805235222.0,2829477995.0,2874500289.0,2961081623.0,3023420183.0,2919522582.0,2839867755.0,2822551488.0,2566270740.0,2503932179.0,2780992448.0,2722117141.0,2770602688.0,2708264128.0,2660477460.0,2629299990.0,2643156644.0
603359.XSHG,7840820000.0,7950068000.0,8004692000.0,7881788000.0,7911376000.0,7852200000.0,7604116000.0,7749780000.0,7576804000.0,7442520000.0,7142088000.0,7053324000.0,7044220000.0,7440244000.0,7353756000.0,7365136000.0,7465280000.0,7422036000.0,7374240000.0,7513076000.0
600774.XSHG,2843833038.0,2843833038.0,2824629745.0,2833358515.0,2835104269.0,2866527838.0,2969527316.0,2877002361.0,2866527838.0,2852561807.0,2821138238.0,2794951930.0,2716393006.0,2871765100.0,2829867007.0,2808917961.0,2803680699.0,2800189191.0,2784477407.0,2815900976.0
600107.XSHG,4327200000.0,4327200000.0,4305600000.0,4352400000.0,4370400000.0,4395600000.0,4438800000.0,4388400000.0,4280400000.0,4276800000.0,4323600000.0,4273200000.0,4276800000.0,4536000000.0,4615200000.0,4636800000.0,4636800000.0,4543200000.0,4510800000.0,4471200000.0
300148.XSHE,5382232421.0,5483624555.0,5373783077.0,5263941599.0,5331536354.0,5424479143.0,5542769966.0,5635712755.0,5525871277.0,5407580454.0,5500523243.0,5466725866.0,5922990466.0,6582039334.0,6624286057.0,6607387368.0,6827070324.0,6928462457.0,6987607868.0,6928462457.0
601858.XSHG,9825915000.0,8932650000.0,8118435000.0,7383270000.0,7399080000.0,7320030000.0,7406985000.0,7343745000.0,7248885000.0,7193550000.0,7335840000.0,7082880000.0,7082880000.0,7746900000.0,7509750000.0,7565085000.0,7604610000.0,7652040000.0,7596705000.0,7754805000.0
600583.XSHG,28252457172.0,27942962336.0,27102904924.0,26881837184.0,26793410088.0,27102904924.0,27235545568.0,27323972664.0,27279759116.0,27014477828.0,27766108144.0,27500826856.0,27235545568.0,28871446844.0,28119816528.0,28119816528.0,28208243624.0,28208243624.0,28694592652.0,28694592652.0
000863.XSHE,6397514510.0,6411332036.0,6411332036.0,6411332036.0,6494237192.0,6508054718.0,6646229977.0,6632412451.0,6480419666.0,6383696984.0,6466602140.0,6425149562.0,6438967088.0,6825857814.0,6729135133.0,6701500081.0,6784405237.0,6784405237.0,6881127918.0,6964033074.0
603559.XSHG,4731352768.0,4667546779.0,4610676224.0,4648127565.0,4845093878.0,4969931682.0,5021253890.0,5005995936.0,4772965369.0,4614720000.0,4515720000.0,4348080000.0,4266240000.0,4740120000.0,4725600000.0,4653000000.0,4627920000.0,4697880000.0,4862880000.0,4666200000.0
000530.XSHE,4253867636.0,4339458534.0,4253867636.0,4253867636.0,4270985815.0,4356576713.0,4476403971.0,4484963060.0,4407931252.0,4322340354.0,4416490342.0,4305222174.0,4211072187.0,4681822126.0,4673263036.0,4793090294.0,4989949359.0,5032744808.0,4853003922.0,5075540257.0
000893.XSHE,4117553800.0,4268934454.0,4268934454.0,4405177043.0,4306779618.0,4223520258.0,4359762847.0,4306779618.0,4314348650.0,4261365421.0,4503574468.0,4586833828.0,4639817057.0,4215951225.0,4231089290.0,4291641552.0,4299210585.0,4299210585.0,4390038978.0,4405177043.0
000780.XSHE,5051245494.0,5233820632.0,5223677569.0,5142533063.0,4990387114.0,4990387114.0,5000530177.0,5000530177.0,4980244051.0,4888956482.0,4959957924.0,4909242608.0,4868670355.0,5122246936.0,5091817746.0,5122246936.0,5071531620.0,5101960810.0,5132389999.0,5112103873.0
002140.XSHE,3898341827.0,3871579755.0,3871579755.0,3862659064.0,3951865971.0,3893881482.0,3978628043.0,4036612533.0,3996469425.0,3925103899.0,3916183209.0,3795753884.0,3724388359.0,4054453914.0,3929564245.0,3969707353.0,3947405626.0,3893881482.0,3893881482.0,3942945281.0
300418.XSHE,26529321354.0,26840346833.0,26506282430.0,26460204582.0,26264373725.0,28556746695.0,29950601616.0,30445938489.0,29132719803.0,29835406994.0,30192510321.0,29109680878.0,28314837989.0,30526574724.0,30111874086.0,31989546418.0,32346649745.0,30791522354.0,30998872673.0,31425092772.0
300227.XSHE,2979711674.0,3047938024.0,2994543489.0,2990093944.0,2981194855.0,3068702565.0,3064253020.0,2947081680.0,2872922604.0,2831393522.0,2776515805.0,2681592188.0,2620781746.0,2911485324.0,2930766684.0,2972295766.0,3010858486.0,2975262129.0,2966363040.0,3021240756.0
300278.XSHE,5608496709.0,5406830647.0,5308722833.0,5270569794.0,5646649748.0,5772009733.0,5935522757.0,6366107052.0,6120837517.0,6802141782.0,7559752124.0,8399118979.0,9331143213.0,9331143213.0,9331143213.0,9331143213.0,9331143213.0,9331143213.0,9331143213.0,9331143213.0
600815.XSHG,4018084254.0,4037263654.0,4104391553.0,4113981253.0,3970135754.0,3874238756.0,3855059356.0,3835879956.0,3759162357.0,3701624158.0,3759162357.0,3624906558.0,3653675658.0,3768752057.0,3682444758.0,3672855058.0,3692034458.0,3692034458.0,3692034458.0,3739982957.0
600055.XSHG,8290712331.0,7966222611.0,8068977689.0,8139283795.0,7917549153.0,7922957315.0,7841834886.0,7538977814.0,7457855384.0,7365916630.0,7387549278.0,7111733017.0,6965712643.0,7425406412.0,7620100244.0,7793161428.0,7625508406.0,7555202300.0,7620100244.0,7717447160.0
603076.XSHG,2525550000.0,2525550000.0,2499475000.0,2517355000.0,2429445000.0,2347495000.0,2403370000.0,2416035000.0,2307265000.0,2264055000.0,2246920000.0,2144855000.0,2085255000.0,2316205000.0,2275975000.0,2345260000.0,2262565000.0,2231275000.0,2207435000.0,2305030000.0
000550.XSHE,12162685260.0,12421649460.0,12499338720.0,12413017320.0,12318063780.0,12464810160.0,12706510080.0,12879152880.0,13000002840.0,12991370700.0,13854584700.0,16962155100.0,17005315800.0,16953522960.0,16651398060.0,16763615880.0,16815408720.0,16530548100.0,16271583900.0,16314744600.0
002634.XSHE,2761405424.0,2761405424.0,2770625476.0,2761405424.0,2793675605.0,2766015450.0,2821335759.0,2623104652.0,2595444497.0,2544734214.0,2563174317.0,2447923673.0,2470973802.0,2738355296.0,2710695141.0,2715305167.0,2724525218.0,2655374832.0,2678424961.0,2715305167.0
600859.XSHG,16340069868.0,16239157322.0,15641444553.0,15129119322.0,15082544301.0,15222269364.0,15447381965.0,15664732063.0,15470669476.0,15486194483.0,15773407112.0,15734594595.0,15905369672.0,16402169896.0,16472032427.0,16704907532.0,16534132455.0,16378882385.0,16402169896.0,16557419966.0
002202.XSHE,60739952364.0,63051484509.0,62055747585.0,61522317090.0,60419894067.0,60277645935.0,60028711704.0,64438403796.0,63193732641.0,64936272258.0,64758462093.0,63549352971.0,67852358964.0,67852358964.0,68385789459.0,66429877644.0,67069994238.0,67141118304.0,67283366436.0,65327454621.0
002542.XSHE,13039200000.0,13202190000.0,13220300000.0,13075420000.0,13347070000.0,13365180000.0,13908480000.0,14180130000.0,14162020000.0,13383290000.0,13292740000.0,13147860000.0,12894320000.0,13872260000.0,13944700000.0,14180130000.0,14035250000.0,14053360000.0,14053360000.0,14415560000.0
002652.XSHE,3492276480.0,3492276480.0,3492276480.0,3497397120.0,3502517760.0,3492276480.0,3558844800.0,3553724160.0,3543482880.0,3584448000.0,3686860800.0,3543482880.0,3579327360.0,3584448000.0,3517879680.0,3574206720.0,3599809920.0,3604930560.0,3620292480.0,3727825920.0
000955.XSHE,3736461300.0,3661086000.0,3865676100.0,4296392100.0,3903363750.0,3930283500.0,3930283500.0,3876444000.0,3741845250.0,3768765000.0,3661086000.0,3510335400.0,3494183550.0,3515719350.0,3521103300.0,3504951450.0,3467263800.0,3483415650.0,3483415650.0,3607246500.0
600751.XSHG,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0,18816702212.0
600025.XSHG,67500000000.0,66420000000.0,67320000000.0,64800000000.0,65340000000.0,65700000000.0,67320000000.0,68040000000.0,68400000000.0,67860000000.0,68580000000.0,67320000000.0,67680000000.0,72900000000.0,73980000000.0,73800000000.0,73620000000.0,73980000000.0,75060000000.0,75600000000.0
600820.XSHG,22543168994.0,22731814760.0,22606050916.0,22323082267.0,22354523228.0,22354523228.0,22889019564.0,22763255721.0,22763255721.0,22511728033.0,22543168994.0,22260200346.0,22323082267.0,23549279744.0,23612161666.0,23517838783.0,23675043588.0,23926571275.0,24083776080.0,24052335119.0
000552.XSHE,7958659254.0,7981528965.0,8004398675.0,7867180412.0,7844310702.0,7912919833.0,7958659254.0,7958659254.0,7958659254.0,7844310702.0,7935789544.0,7844310702.0,7752831860.0,8164486649.0,8095877517.0,8141616938.0,8141616938.0,8187356359.0,8324574622.0,8393183754.0
002524.XSHE,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0,3196163280.0
000498.XSHE,6832848284.0,6944862191.0,6956063581.0,6944862191.0,6799244112.0,7000869144.0,7112883050.0,6832848284.0,6821646894.0,6776841331.0,6877653847.0,6810445503.0,6732035769.0,7135285831.0,7157688613.0,7180091394.0,7191292784.0,7213695566.0,7224896956.0,7303306691.0
600572.XSHG,18564548592.0,18671241400.0,18644568198.0,18671241400.0,18751261006.0,18751261006.0,18724587804.0,18697914602.0,18564548592.0,18617894996.0,18484528986.0,18004411350.0,17630986522.0,18297816572.0,18564548592.0,18804607410.0,18377836178.0,18191123764.0,18351162976.0,18324489774.0
601808.XSHG,55875342320.0,55589046800.0,54396148800.0,53728125920.0,54109853280.0,54825592080.0,54396148800.0,53871273680.0,54205285120.0,52916955280.0,55493614960.0,55827626400.0,53966705520.0,55350467200.0,52153500560.0,52869239360.0,53107818960.0,53060103040.0,53346398560.0,54157569200.0
300011.XSHE,5564157855.0,5860242560.0,5329524692.0,5508292816.0,5497119808.0,5592090374.0,5709406955.0,5586503870.0,5469187289.0,5357457211.0,5273659653.0,5106064537.0,5050199498.0,5485946800.0,5480360296.0,5547398343.0,5525052327.0,5480360296.0,5547398343.0,5603263382.0
000598.XSHE,14542884592.0,14722057708.0,14692195522.0,14602608964.0,14722057708.0,14751919894.0,14960955196.0,15050541754.0,15050541754.0,15169990498.0,14722057708.0,14513022406.0,14333849290.0,14931093010.0,14960955196.0,14901230824.0,14901230824.0,14871368638.0,14931093010.0,14990817382.0
