order_book_id,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
002219.XSHE,HKYL,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2008-03-06,100.0,HealthCare,医疗保健,Normal,Active,恒康医疗,CS
002220.XSHE,TBSP,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2008-02-28,100.0,ConsumerStaples,必需消费品,Normal,Active,天宝食品,CS
002221.XSHE,DHNY,SMEBoard,0000-00-00,XSHE,F51,批发业,2008-03-06,100.0,Energy,能源,Normal,Active,东华能源,CS
002222.XSHE,FJKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-03-19,100.0,InformationTechnology,信息技术,Normal,Active,福晶科技,CS
002223.XSHE,YYYL,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2008-04-18,100.0,HealthCare,医疗保健,Normal,Active,鱼跃医疗,CS
002224.XSHE,SLS,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2008-04-25,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,三力士,CS
002225.XSHE,PNGF,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2008-04-25,100.0,Materials,原材料,Normal,Active,濮耐股份,CS
002226.XSHE,JNHG,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-05-06,100.0,Materials,原材料,Normal,Active,江南化工,CS
002227.XSHE,ATX,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-05-06,100.0,Industrials,工业,Normal,Active,奥特迅,CS
002228.XSHE,HXBZ,SMEBoard,0000-00-00,XSHE,C22,造纸及纸制品业,2008-05-08,100.0,Materials,原材料,Normal,Active,合兴包装,CS
002229.XSHE,HBGF,SMEBoard,0000-00-00,XSHE,C23,印刷和记录媒介复制业,2008-05-08,100.0,Industrials,工业,Normal,Active,鸿博股份,CS
002230.XSHE,KDXF,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2008-05-12,100.0,InformationTechnology,信息技术,Normal,Active,科大讯飞,CS
002231.XSHE,AWTX,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-05-12,100.0,InformationTechnology,信息技术,Normal,Active,奥维通信,CS
002232.XSHE,QMXX,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2008-05-09,100.0,InformationTechnology,信息技术,Normal,Active,启明信息,CS
002233.XSHE,TPJT,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2008-05-16,100.0,Materials,原材料,Normal,Active,塔牌集团,CS
002234.XSHE,MHGF,SMEBoard,0000-00-00,XSHE,A03,畜牧业,2008-05-16,100.0,ConsumerStaples,必需消费品,Normal,Active,民和股份,CS
002235.XSHE,ANGF,SMEBoard,0000-00-00,XSHE,C22,造纸及纸制品业,2008-05-16,100.0,Materials,原材料,Normal,Active,安妮股份,CS
002236.XSHE,DHGF,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-05-20,100.0,InformationTechnology,信息技术,Normal,Active,大华股份,CS
002237.XSHE,HBGF,SMEBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2008-05-20,100.0,Materials,原材料,Normal,Active,恒邦股份,CS
002238.XSHE,TWSX,SMEBoard,0000-00-00,XSHE,I63,电信、广播电视和卫星传输服务,2008-05-26,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,天威视讯,CS
002239.XSHE,ATJ,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2008-05-22,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,奥特佳,CS
002240.XSHE,WHGF,SMEBoard,0000-00-00,XSHE,C20,木材加工及木、竹、藤、棕、草制品业,2008-05-23,100.0,Materials,原材料,Normal,Active,威华股份,CS
002241.XSHE,GEGF,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-05-22,100.0,InformationTechnology,信息技术,Normal,Active,歌尔股份,CS
002242.XSHE,JYGF,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-05-28,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,九阳股份,CS
002243.XSHE,TCLX,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2008-05-28,100.0,Materials,原材料,Normal,Active,通产丽星,CS
002244.XSHE,BJJT,SMEBoard,0000-00-00,XSHE,K70,房地产业,2008-05-29,100.0,Financials,金融,Normal,Active,滨江集团,CS
002245.XSHE,AYSC,SMEBoard,0000-00-00,XSHE,G58,装卸搬运和运输代理业,2008-06-05,100.0,Industrials,工业,Normal,Active,澳洋顺昌,CS
002246.XSHE,BHGF,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-06-05,100.0,Materials,原材料,Normal,Active,北化股份,CS
002247.XSHE,DLWH,SMEBoard,0000-00-00,XSHE,C41,其他制造业,2008-06-12,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,帝龙文化,CS
002248.XSHE,STDS,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2008-06-12,100.0,Industrials,工业,Normal,Active,*ST东数,CS
002249.XSHE,DYDJ,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-06-19,100.0,Industrials,工业,Normal,Active,大洋电机,CS
002250.XSHE,LHKJ,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-06-19,100.0,Materials,原材料,Normal,Active,联化科技,CS
002251.XSHE,BBG,SMEBoard,0000-00-00,XSHE,F52,零售业,2008-06-19,100.0,ConsumerStaples,必需消费品,Normal,Active,步步高,CS
002252.XSHE,SHLS,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2008-06-23,100.0,HealthCare,医疗保健,Normal,Active,上海莱士,CS
002253.XSHE,CDZS,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2008-06-23,100.0,InformationTechnology,信息技术,Normal,Active,川大智胜,CS
002254.XSHE,THXC,SMEBoard,0000-00-00,XSHE,C28,化学纤维制造业,2008-06-25,100.0,Materials,原材料,Normal,Active,泰和新材,CS
002255.XSHE,HLZG,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2008-06-25,100.0,Industrials,工业,Normal,Active,海陆重工,CS
002256.XSHE,ZXGF,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-06-25,100.0,Materials,原材料,Normal,Active,兆新股份,CS
002258.XSHE,LEHX,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-07-08,100.0,Materials,原材料,Normal,Active,利尔化学,CS
002259.XSHE,SDLY,SMEBoard,0000-00-00,XSHE,D45,燃气生产和供应业,2008-07-16,100.0,Energy,能源,Normal,Active,升达林业,CS
002260.XSHE,DATH,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-07-16,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,德奥通航,CS
002261.XSHE,TWXX,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2008-07-23,100.0,InformationTechnology,信息技术,Normal,Active,拓维信息,CS
002262.XSHE,EHYY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2008-07-23,100.0,HealthCare,医疗保健,Normal,Active,恩华药业,CS
002263.XSHE,DDN,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2008-07-28,100.0,Materials,原材料,Normal,Active,大东南,CS
002264.XSHE,XHD,SMEBoard,0000-00-00,XSHE,F52,零售业,2008-07-31,100.0,ConsumerStaples,必需消费品,Normal,Active,新华都,CS
002265.XSHE,XYGF,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2008-08-06,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,西仪股份,CS
002266.XSHE,ZFKG,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-08-06,100.0,Industrials,工业,Normal,Active,浙富控股,CS
002267.XSHE,STRQ,SMEBoard,0000-00-00,XSHE,D45,燃气生产和供应业,2008-08-13,100.0,Utilities,公用事业,Normal,Active,陕天然气,CS
002268.XSHE,WST,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2008-08-11,100.0,InformationTechnology,信息技术,Normal,Active,卫士通,CS
002269.XSHE,MBFS,SMEBoard,0000-00-00,XSHE,C18,纺织服装、服饰业,2008-08-28,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,美邦服饰,CS
002270.XSHE,HMZB,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-09-05,100.0,Industrials,工业,Normal,Active,华明装备,CS
002271.XSHE,DFYH,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2008-09-10,100.0,Materials,原材料,Normal,Active,东方雨虹,CS
002272.XSHE,CRGF,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2008-09-19,100.0,Industrials,工业,Normal,Active,川润股份,CS
002273.XSHE,SJGD,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-09-19,100.0,InformationTechnology,信息技术,Normal,Active,水晶光电,CS
002274.XSHE,HCHG,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-09-25,100.0,Materials,原材料,Normal,Active,华昌化工,CS
002275.XSHE,GLSJ,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2009-07-10,100.0,HealthCare,医疗保健,Normal,Active,桂林三金,CS
002276.XSHE,WMGF,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2009-07-10,100.0,Industrials,工业,Normal,Active,万马股份,CS
002277.XSHE,YAGF,SMEBoard,0000-00-00,XSHE,F52,零售业,2009-07-17,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,友阿股份,CS
002278.XSHE,SKGF,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2009-08-11,100.0,Energy,能源,Normal,Active,神开股份,CS
002279.XSHE,JQRJ,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-08-11,100.0,InformationTechnology,信息技术,Normal,Active,久其软件,CS
002280.XSHE,LLHD,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-08-21,100.0,InformationTechnology,信息技术,Normal,Active,联络互动,CS
002281.XSHE,GXKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-08-21,100.0,InformationTechnology,信息技术,Normal,Active,光迅科技,CS
002282.XSHE,BSGJ,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2009-08-21,100.0,Industrials,工业,Normal,Active,博深工具,CS
002283.XSHE,TRQZ,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2009-08-21,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,天润曲轴,CS
002284.XSHE,YTGF,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2009-08-28,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,亚太股份,CS
002285.XSHE,SLH,SMEBoard,0000-00-00,XSHE,K70,房地产业,2009-08-28,100.0,Financials,金融,Normal,Active,世联行,CS
002286.XSHE,BLB,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2009-08-28,100.0,ConsumerStaples,必需消费品,Normal,Active,保龄宝,CS
002287.XSHE,QZZY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2009-08-28,100.0,HealthCare,医疗保健,Normal,Active,奇正藏药,CS
002288.XSHE,CHKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-09-03,100.0,InformationTechnology,信息技术,Normal,Active,超华科技,CS
002289.XSHE,YSDZ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-09-03,100.0,InformationTechnology,信息技术,Normal,Active,宇顺电子,CS
002290.XSHE,ZKXC,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2009-09-03,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中科新材,CS
002291.XSHE,XQL,SMEBoard,0000-00-00,XSHE,C18,纺织服装、服饰业,2009-09-03,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,星期六,CS
002292.XSHE,AFYL,SMEBoard,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2009-09-10,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,奥飞娱乐,CS
002293.XSHE,LLSH,SMEBoard,0000-00-00,XSHE,C17,纺织业,2009-09-10,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,罗莱生活,CS
002294.XSHE,XLT,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2009-09-10,100.0,HealthCare,医疗保健,Normal,Active,信立泰,CS
002295.XSHE,JYGF,SMEBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2009-09-29,100.0,Materials,原材料,Normal,Active,精艺股份,CS
002296.XSHE,HHKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-09-29,100.0,InformationTechnology,信息技术,Normal,Active,辉煌科技,CS
002297.XSHE,BYXC,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2009-09-29,100.0,Industrials,工业,Normal,Active,博云新材,CS
002298.XSHE,ZDXL,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-09-29,100.0,InformationTechnology,信息技术,Normal,Active,中电鑫龙,CS
002299.XSHE,SNFZ,SMEBoard,0000-00-00,XSHE,A03,畜牧业,2009-10-21,100.0,ConsumerStaples,必需消费品,Normal,Active,圣农发展,CS
002300.XSHE,TYDL,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2009-10-21,100.0,Industrials,工业,Normal,Active,太阳电缆,CS
002301.XSHE,QXJT,SMEBoard,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2009-10-21,100.0,Industrials,工业,Normal,Active,齐心集团,CS
002302.XSHE,XBJS,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2009-11-03,100.0,Materials,原材料,Normal,Active,西部建设,CS
002303.XSHE,MYS,SMEBoard,0000-00-00,XSHE,C22,造纸及纸制品业,2009-11-03,100.0,Materials,原材料,Normal,Active,美盈森,CS
002304.XSHE,YHGF,SMEBoard,0000-00-00,XSHE,C15,酒、饮料和精制茶制造业,2009-11-06,100.0,ConsumerStaples,必需消费品,Normal,Active,洋河股份,CS
002305.XSHE,NGZY,SMEBoard,0000-00-00,XSHE,K70,房地产业,2009-11-06,100.0,Financials,金融,Normal,Active,南国置业,CS
002306.XSHE,STYW,SMEBoard,0000-00-00,XSHE,H62,餐饮业,2009-11-11,100.0,ConsumerDiscretionary,非必须消费品,StarST,Active,*ST云网,CS
002307.XSHE,BXLQ,SMEBoard,0000-00-00,XSHE,E48,土木工程建筑业,2009-11-11,100.0,Industrials,工业,Normal,Active,北新路桥,CS
002308.XSHE,WCGF,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-11-27,100.0,InformationTechnology,信息技术,Normal,Active,威创股份,CS
002309.XSHE,ZLJT,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2009-11-27,100.0,InformationTechnology,信息技术,Normal,Active,中利集团,CS
002310.XSHE,DFYL,SMEBoard,0000-00-00,XSHE,E48,土木工程建筑业,2009-11-27,100.0,Industrials,工业,Normal,Active,东方园林,CS
002311.XSHE,HDJT,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2009-11-27,100.0,ConsumerStaples,必需消费品,Normal,Active,海大集团,CS
002312.XSHE,STST,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-12-03,100.0,InformationTechnology,信息技术,StarST,Active,*ST三泰,CS
002313.XSHE,RHTX,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-12-03,100.0,InformationTechnology,信息技术,Normal,Active,日海通讯,CS
002314.XSHE,NSKG,SMEBoard,0000-00-00,XSHE,K70,房地产业,2009-12-03,100.0,Financials,金融,Normal,Active,南山控股,CS
002315.XSHE,JDKJ,SMEBoard,0000-00-00,XSHE,I64,互联网和相关服务,2009-12-09,100.0,InformationTechnology,信息技术,Normal,Active,焦点科技,CS
002316.XSHE,JQTX,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-12-09,100.0,InformationTechnology,信息技术,Normal,Active,键桥通讯,CS
002317.XSHE,ZSYY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2009-12-11,100.0,HealthCare,医疗保健,Normal,Active,众生药业,CS
002318.XSHE,JLTC,SMEBoard,0000-00-00,XSHE,C33,金属制品业,2009-12-11,100.0,Materials,原材料,Normal,Active,久立特材,CS
002319.XSHE,LTGF,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2009-12-11,100.0,Materials,原材料,Normal,Active,乐通股份,CS
002320.XSHE,HXGF,SMEBoard,0000-00-00,XSHE,G55,水上运输业,2009-12-16,100.0,Industrials,工业,Normal,Active,海峡股份,CS
002321.XSHE,HYNY,SMEBoard,0000-00-00,XSHE,A03,畜牧业,2009-12-16,100.0,ConsumerStaples,必需消费品,Normal,Active,华英农业,CS
002322.XSHE,LGHK,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2009-12-18,100.0,Industrials,工业,Normal,Active,理工环科,CS
002323.XSHE,YBT,SMEBoard,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2009-12-18,100.0,Industrials,工业,Normal,Active,雅百特,CS
002324.XSHE,PLT,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2009-12-18,100.0,Materials,原材料,Normal,Active,普利特,CS
002325.XSHE,HTGF,SMEBoard,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2009-12-22,100.0,Industrials,工业,Normal,Active,洪涛股份,CS
002326.XSHE,YTKJ,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2009-12-22,100.0,Materials,原材料,Normal,Active,永太科技,CS
002327.XSHE,FAN,SMEBoard,0000-00-00,XSHE,C17,纺织业,2009-12-30,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,富安娜,CS
002328.XSHE,XPGF,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2009-12-30,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,新朋股份,CS
002329.XSHE,HSJT,SMEBoard,0000-00-00,XSHE,C14,食品制造业,2010-01-06,100.0,ConsumerStaples,必需消费品,Normal,Active,皇氏集团,CS
002330.XSHE,DLS,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2010-01-06,100.0,ConsumerStaples,必需消费品,Normal,Active,得利斯,CS
002331.XSHE,WTKJ,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-01-06,100.0,InformationTechnology,信息技术,Normal,Active,皖通科技,CS
002332.XSHE,XJZY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2010-01-12,100.0,HealthCare,医疗保健,Normal,Active,仙琚制药,CS
002333.XSHE,LPSJ,SMEBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2010-01-12,100.0,Industrials,工业,Normal,Active,罗普斯金,CS
002334.XSHE,YWT,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-01-13,100.0,Industrials,工业,Normal,Active,英威腾,CS
002335.XSHE,KHHS,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-01-13,100.0,Industrials,工业,Normal,Active,科华恒盛,CS
002336.XSHE,RRL,SMEBoard,0000-00-00,XSHE,F52,零售业,2010-01-13,100.0,ConsumerStaples,必需消费品,Normal,Active,人人乐,CS
002337.XSHE,SXKJ,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2010-01-15,100.0,Industrials,工业,Normal,Active,赛象科技,CS
002338.XSHE,APGD,SMEBoard,0000-00-00,XSHE,C40,仪器仪表制造业,2010-01-15,100.0,InformationTechnology,信息技术,Normal,Active,奥普光电,CS
002339.XSHE,JCDZ,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-01-22,100.0,Industrials,工业,Normal,Active,积成电子,CS
002340.XSHE,GLM,SMEBoard,0000-00-00,XSHE,C42,废弃资源综合利用业,2010-01-22,100.0,Materials,原材料,Normal,Active,格林美,CS
002341.XSHE,XLKJ,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-01-22,100.0,Materials,原材料,Normal,Active,新纶科技,CS
002342.XSHE,JLSJ,SMEBoard,0000-00-00,XSHE,C33,金属制品业,2010-01-26,100.0,Industrials,工业,Normal,Active,巨力索具,CS
002343.XSHE,CWCM,SMEBoard,0000-00-00,XSHE,R86,广播、电视、电影和影视录音制作业,2010-01-26,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,慈文传媒,CS
002344.XSHE,HNPC,SMEBoard,0000-00-00,XSHE,L72,商务服务业,2010-01-26,100.0,Financials,金融,Normal,Active,海宁皮城,CS
002345.XSHE,CHJ,SMEBoard,0000-00-00,XSHE,C41,其他制造业,2010-01-28,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,潮宏基,CS
002346.XSHE,ZZGF,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-01-28,100.0,Industrials,工业,Normal,Active,柘中股份,CS
002347.XSHE,TEGF,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2010-01-28,100.0,Industrials,工业,Normal,Active,泰尔股份,CS
002348.XSHE,GLGF,SMEBoard,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2010-02-03,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,高乐股份,CS
002349.XSHE,JHZY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2010-02-03,100.0,HealthCare,医疗保健,Normal,Active,精华制药,CS
002350.XSHE,BJKR,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-02-03,100.0,Industrials,工业,Normal,Active,北京科锐,CS
002351.XSHE,MBZ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-02-05,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,漫步者,CS
002352.XSHE,SFKG,SMEBoard,0000-00-00,XSHE,G60,邮政业,2010-02-05,100.0,Industrials,工业,Normal,Active,顺丰控股,CS
002353.XSHE,JRGF,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2010-02-05,100.0,Energy,能源,Normal,Active,杰瑞股份,CS
002354.XSHE,TSYL,SMEBoard,0000-00-00,XSHE,I64,互联网和相关服务,2010-02-09,100.0,InformationTechnology,信息技术,Normal,Active,天神娱乐,CS
002355.XSHE,XMZT,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2010-02-09,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,兴民智通,CS
002356.XSHE,HMJT,SMEBoard,0000-00-00,XSHE,F52,零售业,2010-02-09,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,赫美集团,CS
002357.XSHE,FLYY,SMEBoard,0000-00-00,XSHE,G54,道路运输业,2010-02-10,100.0,Industrials,工业,Normal,Active,富临运业,CS
002358.XSHE,SYDQ,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-02-10,100.0,Industrials,工业,Normal,Active,森源电气,CS
002359.XSHE,BXJT,SMEBoard,0000-00-00,XSHE,I63,电信、广播电视和卫星传输服务,2010-02-10,100.0,Materials,原材料,Normal,Active,北讯集团,CS
002360.XSHE,TDHG,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-03-03,100.0,Materials,原材料,Normal,Active,同德化工,CS
002361.XSHE,SJGF,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-03-03,100.0,Materials,原材料,Normal,Active,神剑股份,CS
002362.XSHE,HWKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-03-03,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,汉王科技,CS
002363.XSHE,LJJX,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2010-03-05,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,隆基机械,CS
002364.XSHE,ZHDQ,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-03-05,100.0,Industrials,工业,Normal,Active,中恒电气,CS
002365.XSHE,YAYY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2010-03-05,100.0,HealthCare,医疗保健,Normal,Active,永安药业,CS
002366.XSHE,THHD,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2010-03-12,100.0,Industrials,工业,Normal,Active,台海核电,CS
002367.XSHE,KLDT,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2010-03-12,100.0,Industrials,工业,Normal,Active,康力电梯,CS
002368.XSHE,TJGF,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-03-12,100.0,InformationTechnology,信息技术,Normal,Active,太极股份,CS
002369.XSHE,ZYKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-03-16,100.0,InformationTechnology,信息技术,Normal,Active,卓翼科技,CS
002370.XSHE,YTYY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2010-03-16,100.0,HealthCare,医疗保健,Normal,Active,亚太药业,CS
002371.XSHE,BFHC,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2010-03-16,100.0,InformationTechnology,信息技术,Normal,Active,北方华创,CS
002372.XSHE,WXXC,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2010-03-18,100.0,Industrials,工业,Normal,Active,伟星新材,CS
002373.XSHE,QFKJ,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-03-18,100.0,InformationTechnology,信息技术,Normal,Active,千方科技,CS
002374.XSHE,LPGF,SMEBoard,0000-00-00,XSHE,E48,土木工程建筑业,2010-03-18,100.0,Materials,原材料,Normal,Active,丽鹏股份,CS
002375.XSHE,YSGF,SMEBoard,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2010-03-23,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,亚厦股份,CS
002376.XSHE,XBY,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-03-23,100.0,InformationTechnology,信息技术,Normal,Active,新北洋,CS
002377.XSHE,GCGX,SMEBoard,0000-00-00,XSHE,K70,房地产业,2010-03-23,100.0,Materials,原材料,Normal,Active,国创高新,CS
002378.XSHE,ZYWY,SMEBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2010-03-31,100.0,Materials,原材料,Normal,Active,章源钨业,CS
002379.XSHE,HCKG,SMEBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2010-03-31,100.0,Materials,原材料,Normal,Active,宏创控股,CS
002380.XSHE,KYGF,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-03-31,100.0,Industrials,工业,Normal,Active,科远股份,CS
002381.XSHE,SJGF,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2010-04-02,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,双箭股份,CS
002382.XSHE,LFYL,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2010-04-02,100.0,Materials,原材料,Normal,Active,蓝帆医疗,CS
002383.XSHE,HZSZ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-04-02,100.0,InformationTechnology,信息技术,Normal,Active,合众思壮,CS
002384.XSHE,DSJM,SMEBoard,0000-00-00,XSHE,C33,金属制品业,2010-04-09,100.0,Industrials,工业,Normal,Active,东山精密,CS
