0,pe_ratio
1,pcf_ratio
2,pb_ratio
3,market_cap
4,a_share_market_val
5,a_share_market_val_2
6,dividend_yield
7,pe_ratio_1
8,pe_ratio_2
9,peg_ratio
10,pcf_ratio_1
11,pcf_ratio_2
12,ps_ratio
13,enterprise_value
14,enterprise_value_2
